Date,LastPrice
31/01/2014,0.039
28/02/2014,0.036
31/03/2014,0.016
30/04/2014,0.014
30/05/2014,0.034
30/06/2014,0.014
31/07/2014,0
29/08/2014,0.011
30/09/2014,0.01
31/10/2014,0
28/11/2014,0.025
31/12/2014,0.014
30/01/2015,0.011
27/02/2015,0.018
31/03/2015,0.035
30/04/2015,-0.009
29/05/2015,0
30/06/2015,0.015
31/07/2015,0.028
31/08/2015,-0.014
30/09/2015,-0.024
30/10/2015,0.004
30/11/2015,0.12
31/12/2015,0.106
29/01/2016,0.222
29/02/2016,0.232
31/03/2016,0.134
29/04/2016,0.139
31/05/2016,0.225
30/06/2016,0.184
29/07/2016,0.184
31/08/2016,0.264
30/09/2016,0.183
31/10/2016,0.16
30/11/2016,0.347
30/12/2016,0.408
31/01/2017,0.465
28/02/2017,0.39
31/03/2017,0.696
28/04/2017,0.664
31/05/2017,0.832
30/06/2017,0.831
31/07/2017,0.965
31/08/2017,0.946
29/09/2017,0.937
31/10/2017,0.999
30/11/2017,1.104
29/12/2017,1.223
31/01/2018,1.352
28/02/2018,1.475
30/03/2018,1.599
30/04/2018,1.623
31/05/2018,1.739
29/06/2018,1.748
31/07/2018,1.894
31/08/2018,1.931
28/09/2018,2.112
31/10/2018,2.191
30/11/2018,2.304
31/12/2018,2.429
31/01/2019,2.394
28/02/2019,2.408
29/03/2019,2.426
30/04/2019,2.423
31/05/2019,2.33
28/06/2019,2.131
31/07/2019,1.987
30/08/2019,2.088
30/09/2019,1.871
31/10/2019,1.552
29/11/2019,1.617
31/12/2019,1.453
31/01/2020,1.543
28/02/2020,1.459
31/03/2020,0.018
30/04/2020,0.077
29/05/2020,0.114
30/06/2020,0.124
31/07/2020,0.087
31/08/2020,0.087
30/09/2020,0.077
30/10/2020,0.081
30/11/2020,0.079
31/12/2020,0.043
29/01/2021,0.047
26/02/2021,0.03
31/03/2021,0.003
30/04/2021,0.004
31/05/2021,0
30/06/2021,0.047
30/07/2021,0.037
31/08/2021,0.03
30/09/2021,0.06
29/10/2021,0.051
30/11/2021,0.104
31/12/2021,0.028
31/01/2022,0.034
28/02/2022,0.057
31/03/2022,0.12
29/04/2022,0.336
31/05/2022,0.715
30/06/2022,1.021
29/07/2022,2.149
31/08/2022,2.286
30/09/2022,2.689
31/10/2022,3.622
30/11/2022,3.959
30/12/2022,3.999
31/01/2023,4.521
28/02/2023,4.591
31/03/2023,4.589
28/04/2023,4.24
31/05/2023,5.136
30/06/2023,5.141
31/07/2023,5.367
31/08/2023,5.381
29/09/2023,5.368
31/10/2023,5.397
30/11/2023,5.383
29/12/2023,5.403
31/01/2024,5.369
29/02/2024,5.397
29/03/2024,5.367
30/04/2024,5.377
31/05/2024,5.357
28/06/2024,5.325
31/07/2024,5.373
30/08/2024,5.267
30/09/2024,4.824
31/10/2024,4.676
29/11/2024,4.616
31/12/2024,4.28
31/01/2025,4.312
28/02/2025,4.307
31/03/2025,4.306
30/04/2025,4.294
30/05/2025,4.275
30/06/2025,4.215
31/07/2025,4.36
29/08/2025,4.321
30/09/2025,4.11
31/10/2025,3.944
28/11/2025,3.927
31/12/2025,3.596
30/01/2026,3.676
27/02/2026,3.677
