Price,Close,High,Low,Open,Volume
Ticker,XLV,XLV,XLV,XLV,XLV
Date,,,,,
1998-12-22,16.71614646911621,16.73701556583171,16.570062792107706,16.570062792107706,5700
1998-12-23,17.091793060302734,17.091793060302734,16.820494757758247,16.820494757758247,18100
1998-12-24,17.19614028930664,17.19614028930664,17.039622022110283,17.112663880135248,4900
1998-12-28,16.945707321166992,17.196136493400985,16.945707321166992,17.14396374918557,15500
1998-12-29,17.32134437561035,17.32134437561035,16.945700762645306,16.945700762645306,5300
1998-12-30,17.175273895263672,17.383964951099195,17.175273895263672,17.363095845515645,17300
1998-12-31,17.363096237182617,17.363096237182617,17.19614338874817,17.23788160085678,6600
1999-01-04,17.32134437561035,17.613511630138717,17.216998927564504,17.53003527170204,249200
1999-01-05,17.592647552490234,17.592647552490234,17.363087501390122,17.363087501390122,4400
1999-01-06,17.884811401367188,17.884811401367188,17.6761204865321,17.717858669499115,38500
1999-01-07,17.801334381103516,17.822203471819932,17.592643473939347,17.71785801823785,15900
1999-01-08,18.02046775817871,18.02046775817871,17.843080409082567,17.843080409082567,24400
1999-01-11,18.06220054626465,18.197849654930994,17.90568234395733,18.01002781216221,7700
1999-01-12,17.989151000976562,18.197841847855642,17.968281916288653,18.114365509104008,270700
1999-01-13,17.822202682495117,17.94741722124801,17.2169990785228,17.2169990785228,7100
1999-01-14,17.67612075805664,17.936984405607653,17.613513482644397,17.884811676097453,12200
1999-01-15,17.916114807128906,17.968287535163643,17.7387275318108,17.7387275318108,7700
1999-01-19,18.42740821838379,18.46914640234389,18.114371838683045,18.218717298583293,22700
1999-01-20,18.531755447387695,18.782184575055094,18.427409977526278,18.531755447387695,25800
1999-01-21,17.884811401367188,18.490015054388948,17.84307321840017,18.490015054388948,23200
1999-01-22,17.811771392822266,17.947420501262037,17.634384097170255,17.75959865880697,67100
1999-01-25,17.957857131958008,17.96829167997193,17.822208007777036,17.822208007777036,495300
1999-01-26,18.04133415222168,18.05176870060353,17.81177408782094,17.98916141031242,187400
1999-01-27,17.863943099975586,18.093503116447234,17.863943099975586,18.093503116447234,6800
1999-01-28,18.19785499572754,18.260462295024766,18.0309021976016,18.0309021976016,25800
1999-01-29,18.19785499572754,18.21872409549328,17.968294898304368,18.21872409549328,13800
1999-02-01,18.30219841003418,18.34393660481191,18.135245630923265,18.281329312645315,34000
1999-02-02,18.030893325805664,18.062196960051857,17.780464251836143,18.010024236308205,141700
1999-02-03,18.375234603881836,18.375234603881836,17.98915642083605,17.98915642083605,38900
1999-02-04,18.239591598510742,18.32306799026594,18.114377010877945,18.26046069644954,7400
1999-02-05,18.030893325805664,18.23958422078027,17.905678788820904,18.23958422078027,16900
1999-02-08,18.02046775817871,18.114378707700197,17.947425908550887,18.114378707700197,6500
1999-02-09,17.69700050354004,18.093513486520298,17.69700050354004,18.072644382152916,220800
1999-02-10,17.738727569580078,17.738727569580078,17.488298474480125,17.57177483951344,17800
1999-02-11,18.21872329711914,18.21872329711914,17.613519430433623,17.6761267269873,5300
1999-02-12,17.947418212890625,18.1143709404524,17.843072758164517,18.1143709404524,8400
1999-02-16,18.1143798828125,18.23959449029738,18.03090347782258,18.03090347782258,18500
1999-02-17,17.926551818847656,18.197850041950126,17.90568272476285,18.072635477441292,12900
1999-02-18,18.156112670898438,18.166547218410447,17.874379888074152,17.989159910706267,11500
1999-02-19,18.208284378051758,18.281326206502396,18.15611164344416,18.15611164344416,13900
1999-02-22,18.5943603515625,18.60479489721433,18.239585799400253,18.281323982007574,17800
1999-02-23,18.563060760498047,18.636102595980613,18.36480434990251,18.636102595980613,15000
1999-02-24,18.34392738342285,18.68826731724137,18.34392738342285,18.615225513098046,28000
1999-02-25,18.166542053222656,18.260452954129608,17.9474166177731,18.260452954129608,98900
1999-02-26,18.21872329711914,18.270896044247202,17.95785956147883,18.239592395970366,10800
1999-03-01,18.187421798706055,18.197856349365097,17.968296234866223,18.176987248047016,8800
1999-03-02,18.176986694335938,18.458719553547805,18.062206640582954,18.3022012984301,11500
1999-03-03,18.06220054626465,18.239587842212945,18.030896905803186,18.239587842212945,13100
1999-03-04,18.38567352294922,18.38567352294922,18.187417111521277,18.32306623512987,10400
1999-03-05,18.80304718017578,18.844785353716684,18.594356312471277,18.65696357278263,25400
1999-03-08,18.823923110961914,18.823923110961914,18.656970356097506,18.76131582788776,62700
1999-03-09,18.677839279174805,18.865661126674883,18.573493808341425,18.5943629025081,12200
1999-03-10,18.84479331970215,18.84479331970215,18.55262598141219,18.65697145937289,10700
1999-03-11,18.97000503540039,19.074350497641316,18.84479048071128,18.84479048071128,23600
1999-03-12,18.86566162109375,19.13695985237054,18.86566162109375,19.053483473516145,24600
1999-03-15,18.928274154663086,19.06392330792142,18.844797752657957,18.99088145616693,144800
1999-03-16,18.88652229309082,18.99086772012447,18.855218664980725,18.99086772012447,9100
1999-03-17,18.78218650817871,18.9387047290802,18.709144671758015,18.823924700419106,2700
1999-03-18,19.043052673339844,19.043052673339844,18.677843443988124,18.677843443988124,9500
1999-03-19,18.95956802368164,19.136955286423845,18.886526209611322,19.05347892748634,6900
1999-03-22,18.907398223876953,19.09522006053798,18.886529130914614,18.907398223876953,40900
1999-03-23,18.38567352294922,18.86566272956424,18.32306623512987,18.86566272956424,15400
1999-03-24,18.46914291381836,18.46914291381836,18.26045203343623,18.343928385589084,12800
1999-03-25,18.78218650817871,18.78218650817871,18.531757354736328,18.63610283533732,9700
1999-03-26,18.63610076904297,18.719577144268246,18.59436258143033,18.646535315946128,6600
1999-03-29,18.86566162109375,18.917834357877748,18.65697067395776,18.65697067395776,8100
1999-03-30,18.80304718017578,18.93869624418371,18.76130900663488,18.844785353716684,37300
1999-03-31,18.698705673217773,18.865658402442932,18.698705673217773,18.865658402442932,6300
1999-04-01,18.698705673217773,18.750878401100636,18.46914567053318,18.698705673217773,22500
1999-04-05,19.116090774536133,19.19956715346424,18.990876206143977,18.990876206143977,12400
1999-04-06,19.1369686126709,19.283052342538614,19.074361299870446,19.199575925471347,14500
1999-04-07,19.502166748046875,19.596077663366522,19.26217218667444,19.26217218667444,15700
