Date,LastPrice
31.7.1998,805.56
31.8.1998,818.67
30.9.1998,837.84
30.10.1998,833.42
30.11.1998,838.14
31.12.1998,840.66
29.1.1999,846.66
26.2.1999,831.88
31.3.1999,836.49
30.4.1999,839.14
31.5.1999,831.79
30.6.1999,829.14
30.7.1999,825.61
31.8.1999,825.19
30.9.1999,834.77
29.10.1999,837.85
30.11.1999,837.79
31.12.1999,833.75
31.1.2000,831.02
29.2.2000,841.07
31.3.2000,852.15
28.4.2000,849.71
31.5.2000,849.32
30.6.2000,866.99
31.7.2000,874.86
31.8.2000,887.54
29.9.2000,893.12
31.10.2000,899.03
30.11.2000,913.73
29.12.2000,930.68
31.1.2001,945.9
28.2.2001,954.14
30.3.2001,958.93
30.4.2001,954.95
31.5.2001,960.71
29.6.2001,964.34
31.7.2001,985.9
31.8.2001,997.19
28.9.2001,1008.81
31.10.2001,1029.92
30.11.2001,1015.72
31.12.2001,1009.27
31.1.2002,1017.44
28.2.2002,1010.21
29.3.2002,1010.21
30.4.2002,1029.8
31.5.2002,1038.55
28.6.2002,1047.53
31.7.2002,1060.17
30.8.2002,1078.07
30.9.2002,1095.53
31.10.2002,1090.54
29.11.2002,1090.25
31.12.2002,1112.77
31.1.2003,1113.72
28.2.2003,1129.14
31.3.2003,1128.26
30.4.2003,1137.57
30.5.2003,1158.78
30.6.2003,1156.48
31.7.2003,1117.6
29.8.2003,1125.02
30.9.2003,1154.8
31.10.2003,1144.03
28.11.2003,1146.77
31.12.2003,1158.44
30.1.2004,1167.76
27.2.2004,1180.4
31.3.2004,1189.24
30.4.2004,1158.3
31.5.2004,1153.66
30.6.2004,1160.18
30.7.2004,1171.68
31.8.2004,1194.03
30.9.2004,1197.27
29.10.2004,1207.31
30.11.2004,1197.68
31.12.2004,1208.7
31.1.2005,1216.29
28.2.2005,1209.11
31.3.2005,1202.9
29.4.2005,1219.18
31.5.2005,1232.37
30.6.2005,1239.09
29.7.2005,1227.82
31.8.2005,1243.56
30.9.2005,1230.74
31.10.2005,1221
30.11.2005,1226.4
30.12.2005,1238.06
31.1.2006,1238.13
28.2.2006,1242.24
31.3.2006,1230.05
28.4.2006,1227.82
31.5.2006,1226.51
30.6.2006,1229.11
31.7.2006,1245.73
31.8.2006,1264.8
29.9.2006,1275.91
31.10.2006,1284.35
30.11.2006,1299.25
29.12.2006,1291.71
31.1.2007,1291.18
28.2.2007,1311.09
30.3.2007,1311.13
30.4.2007,1318.2
31.5.2007,1308.21
