Date,LastPrice
,
,
31/12/1991,100.00
31/01/1992,98.63
28/02/1992,98.83
31/03/1992,98.20
30/04/1992,99.20
29/05/1992,101.04
30/06/1992,102.84
31/07/1992,105.23
31/08/1992,106.58
30/09/1992,108.41
30/10/1992,106.62
30/11/1992,105.92
31/12/1992,107.42
29/01/1993,110.02
26/02/1993,112.05
31/03/1993,112.49
30/04/1993,113.56
31/05/1993,113.13
30/06/1993,115.09
30/07/1993,115.24
31/08/1993,117.41
30/09/1993,117.87
29/10/1993,118.15
30/11/1993,117.36
31/12/1993,117.83
31/01/1994,119.25
28/02/1994,117.13
31/03/1994,114.93
30/04/1994,113.94
31/05/1994,114.00
30/06/1994,113.92
29/07/1994,115.62
31/08/1994,115.94
30/09/1994,114.61
31/10/1994,114.51
30/11/1994,113.82
30/12/1994,114.20
31/01/1995,116.25
28/02/1995,118.97
31/03/1995,119.60
28/04/1995,121.18
31/05/1995,125.42
30/06/1995,126.31
31/07/1995,126.15
31/08/1995,127.26
29/09/1995,128.18
31/10/1995,129.81
30/11/1995,131.69
29/12/1995,133.13
31/01/1996,134.44
29/02/1996,132.62
29/03/1996,131.52
30/04/1996,130.86
31/05/1996,130.52
28/06/1996,132.03
31/07/1996,132.38
30/08/1996,132.37
30/09/1996,134.38
31/10/1996,137.01
29/11/1996,138.97
31/12/1996,137.78
31/01/1997,138.26
28/02/1997,138.35
31/03/1997,137.12
30/04/1997,138.93
30/05/1997,140.04
30/06/1997,141.41
31/07/1997,144.73
29/08/1997,143.76
30/09/1997,145.58
31/10/1997,147.63
28/11/1997,147.82
31/12/1997,149.19
31/01/1998,151.62
27/02/1998,151.19
31/03/1998,151.55
30/04/1998,152.25
29/05/1998,153.43
30/06/1998,154.53
31/07/1998,155.06
31/08/1998,158.76
30/09/1998,163.45
30/10/1998,163.70
30/11/1998,162.79
31/12/1998,163.27
29/01/1999,164.12
26/02/1999,160.86
31/03/1999,162.00
30/04/1999,162.43
31/05/1999,160.78
30/06/1999,161.15
30/07/1999,161.01
31/08/1999,161.32
30/09/1999,162.79
29/10/1999,162.83
30/11/1999,162.76
31/12/1999,161.93
31/01/2000,161.13
29/02/2000,162.49
31/03/2000,165.15
28/04/2000,164.68
31/05/2000,165.39
30/06/2000,168.29
31/07/2000,169.47
31/08/2000,171.56
29/09/2000,173.13
31/10/2000,174.40
30/11/2000,177.38
29/12/2000,180.86
31/01/2001,183.07
28/02/2001,185.05
30/03/2001,186.56
30/04/2001,185.34
31/05/2001,185.97
29/06/2001,186.60
31/07/2001,190.67
31/08/2001,192.58
28/09/2001,197.22
31/10/2001,200.61
30/11/2001,197.59
31/12/2001,196.06
31/01/2002,196.87
28/02/2002,198.79
29/03/2002,194.88
30/04/2002,199.01
31/05/2002,200.96
28/06/2002,203.86
31/07/2002,209.22
30/08/2002,212.34
30/09/2002,217.82
31/10/2002,217.17
29/11/2002,214.07
31/12/2002,219.40
31/01/2003,218.23
28/02/2003,221.58
31/03/2003,221.43
30/04/2003,221.93
30/05/2003,226.96
30/06/2003,226.27
31/07/2003,219.64
29/08/2003,219.80
30/09/2003,225.96
31/10/2003,223.02
28/11/2003,222.81
31/12/2003,224.95
