Date,LastPrice
,
,
31/01/1989,100.67
28/02/1989,101.18
31/03/1989,101.85
28/04/1989,102.90
31/05/1989,103.82
30/06/1989,104.87
31/07/1989,105.79
31/08/1989,106.21
29/09/1989,106.92
31/10/1989,107.89
30/11/1989,108.68
29/12/1989,109.32
31/01/1990,109.97
28/02/1990,110.68
30/03/1990,111.31
30/04/1990,112.03
31/05/1990,113.03
29/06/1990,113.85
31/07/1990,114.76
31/08/1990,115.45
28/09/1990,116.24
31/10/1990,117.12
30/11/1990,117.85
31/12/1990,118.88
31/01/1991,119.72
28/02/1991,120.41
29/03/1991,121.23
30/04/1991,121.98
31/05/1991,122.59
28/06/1991,123.20
31/07/1991,123.93
30/08/1991,124.76
30/09/1991,125.53
31/10/1991,126.33
29/11/1991,127.09
31/12/1991,127.84
31/01/1992,128.26
28/02/1992,128.65
31/03/1992,129.05
30/04/1992,129.66
29/05/1992,130.14
30/06/1992,130.64
31/07/1992,131.26
31/08/1992,131.69
30/09/1992,132.25
30/10/1992,132.43
30/11/1992,132.68
31/12/1992,133.19
29/01/1993,133.70
26/02/1993,134.04
31/03/1993,134.43
30/04/1993,134.80
31/05/1993,135.05
30/06/1993,135.48
30/07/1993,135.85
31/08/1993,136.29
30/09/1993,136.68
29/10/1993,137.02
30/11/1993,137.35
31/12/1993,137.78
31/01/1994,138.24
28/02/1994,138.38
31/03/1994,138.69
29/04/1994,138.97
31/05/1994,139.39
30/06/1994,139.94
29/07/1994,140.56
31/08/1994,141.06
30/09/1994,141.51
31/10/1994,142.09
30/11/1994,142.50
30/12/1994,143.15
31/01/1995,144.04
28/02/1995,144.89
31/03/1995,145.66
28/04/1995,146.46
31/05/1995,147.36
30/06/1995,148.15
31/07/1995,148.87
31/08/1995,149.60
29/09/1995,150.28
31/10/1995,151.03
30/11/1995,151.76
29/12/1995,152.60
31/01/1996,153.35
29/02/1996,153.87
29/03/1996,154.46
30/04/1996,155.10
31/05/1996,155.77
28/06/1996,156.49
31/07/1996,157.16
30/08/1996,157.91
30/09/1996,158.73
31/10/1996,159.56
29/11/1996,160.30
31/12/1996,160.96
31/01/1997,161.70
28/02/1997,162.33
31/03/1997,162.94
30/04/1997,163.78
30/05/1997,164.68
30/06/1997,165.42
31/07/1997,166.29
29/08/1997,167.00
30/09/1997,167.85
31/10/1997,168.62
28/11/1997,169.29
31/12/1997,170.12
30/01/1998,171.03
27/02/1998,171.62
31/03/1998,172.44
30/04/1998,173.25
29/05/1998,174.03
30/06/1998,174.82
31/07/1998,175.63
31/08/1998,176.59
30/09/1998,177.69
30/10/1998,178.47
30/11/1998,178.96
31/12/1998,179.67
29/01/1999,180.37
26/02/1999,180.84
31/03/1999,181.69
30/04/1999,182.34
31/05/1999,182.98
30/06/1999,183.67
30/07/1999,184.44
31/08/1999,185.11
30/09/1999,186.01
29/10/1999,186.70
30/11/1999,187.34
31/12/1999,188.10
31/01/2000,188.87
29/02/2000,189.76
31/03/2000,190.68
28/04/2000,191.64
31/05/2000,192.62
30/06/2000,193.69
31/07/2000,194.64
31/08/2000,195.67
29/09/2000,196.75
31/10/2000,197.74
30/11/2000,198.89
29/12/2000,200.24
31/01/2001,201.75
