Date,LastPrice
,
,
31/01/1992,99.85
28/02/1992,100.16
31/03/1992,100.12
30/04/1992,101.03
29/05/1992,101.97
30/06/1992,103.00
31/07/1992,104.20
31/08/1992,105.06
30/09/1992,106.06
30/10/1992,105.44
30/11/1992,105.27
31/12/1992,106.27
29/01/1993,107.38
26/02/1993,108.25
31/03/1993,108.57
30/04/1993,109.23
31/05/1993,108.95
30/06/1993,109.78
30/07/1993,110.01
31/08/1993,110.93
30/09/1993,111.28
29/10/1993,111.53
30/11/1993,111.55
31/12/1993,111.99
31/01/1994,112.69
28/02/1994,112.00
31/03/1994,111.44
29/04/1994,111.01
31/05/1994,111.17
30/06/1994,111.45
29/07/1994,112.44
31/08/1994,112.81
30/09/1994,112.55
31/10/1994,112.81
30/11/1994,112.34
30/12/1994,112.56
31/01/1995,114.09
28/02/1995,115.64
31/03/1995,116.30
28/04/1995,117.33
31/05/1995,119.35
30/06/1995,120.00
31/07/1995,120.47
31/08/1995,121.18
29/09/1995,121.77
31/10/1995,122.79
30/11/1995,123.84
29/12/1995,124.78
31/01/1996,125.85
29/02/1996,125.35
29/03/1996,125.24
30/04/1996,125.36
31/05/1996,125.64
28/06/1996,126.55
31/07/1996,127.04
30/08/1996,127.50
30/09/1996,128.66
31/10/1996,130.11
29/11/1996,131.07
31/12/1996,131.09
31/01/1997,131.71
28/02/1997,132.02
31/03/1997,131.92
30/04/1997,132.99
30/05/1997,133.92
30/06/1997,134.84
31/07/1997,136.34
29/08/1997,136.46
30/09/1997,137.50
31/10/1997,138.53
28/11/1997,138.88
31/12/1997,139.82
31/01/1998,141.18
27/02/1998,141.29
31/03/1998,141.83
30/04/1998,142.52
29/05/1998,143.28
30/06/1998,144.02
31/07/1998,144.70
31/08/1998,146.50
30/09/1998,148.53
30/10/1998,149.27
30/11/1998,149.08
31/12/1998,149.64
29/01/1999,150.20
26/02/1999,149.46
31/03/1999,150.47
30/04/1999,150.94
31/05/1999,150.83
30/06/1999,151.27
30/07/1999,151.78
31/08/1999,152.23
30/09/1999,153.19
29/10/1999,153.56
30/11/1999,153.82
31/12/1999,153.97
31/01/2000,153.91
29/02/2000,154.93
31/03/2000,155.92
28/04/2000,156.26
31/05/2000,156.93
30/06/2000,158.57
31/07/2000,159.59
31/08/2000,160.76
29/09/2000,161.95
31/10/2000,162.81
30/11/2000,164.37
29/12/2000,166.37
31/01/2001,168.49
28/02/2001,169.60
30/03/2001,171.01
30/04/2001,171.46
31/05/2001,172.39
29/06/2001,172.99
31/07/2001,174.98
31/08/2001,176.07
28/09/2001,178.97
31/10/2001,180.70
30/11/2001,180.27
31/12/2001,180.32
31/01/2002,180.69
28/02/2002,181.58
29/03/2002,180.24
30/04/2002,182.37
31/05/2002,183.06
28/06/2002,184.68
31/07/2002,186.99
30/08/2002,187.65
30/09/2002,189.26
31/10/2002,189.69
29/11/2002,189.05
31/12/2002,190.91
31/01/2003,190.88
28/02/2003,191.72
31/03/2003,192.08
30/04/2003,192.43
30/05/2003,193.17
30/06/2003,193.47
31/07/2003,192.35
29/08/2003,192.45
30/09/2003,194.29
31/10/2003,193.54
28/11/2003,193.44
31/12/2003,194.57
30/01/2004,194.98
